sharpness,saturation,brightness,entropy,contrast,colorfulness,id
45.04289882352941,60.62514474945534,3.8396368888888888,965.0519330427575,76.14230302993816,62.953685903616005,63
65.85715032679738,72.95804575163399,4.57130625,211.07829211978736,58.294239472910036,97.96030895025461,1353
44.83119407407408,58.87744,4.714784888888889,745.9727240514604,66.01963993308357,52.55524773926295,1421
42.55771377995643,67.31130174291938,4.013180067274305,117.06107172689443,57.933237658779824,54.319254269664185,2896
47.6681256588657,60.86298383042216,4.908555004135649,700.0641504239464,64.06204147284711,60.22031563868152,610
59.464133986928104,53.01115876906318,4.420364583333333,2133.383705363038,73.72123787071365,54.14067963825374,2464
57.59412445533769,56.62074822984749,4.093686252170139,192.07223676384356,55.277098472591476,73.70992388130726,1179
35.25374114923747,58.05431644880174,4.15656005859375,121.0600516201019,54.917759876536266,37.60058104713142,1623
29.129475310003972,48.23680743715341,4.117711552888222,62.665061698273796,52.0065763836843,41.207112806794555,3975
35.03127723311547,59.497943899782136,4.108757595486111,28.795352281994283,64.73116377252134,37.38006552232732,360
41.472722265795205,56.06629786492375,4.196934222222223,145.59238606470143,57.435592583420245,54.64428047915701,406
57.13238471314452,70.80359477124183,3.824580078125,17.511419141058273,54.75086870535367,70.24584895396715,4940
33.389921045751635,55.3975968627451,3.001874,35.51092999870399,62.417518423270636,48.13428360597979,4161
82.17005176470589,61.53810823529412,4.544363,490.153659796224,37.225400102655925,81.15791926209447,2262
36.50285607298475,69.79816176470588,3.6189095052083333,69.24558918888306,54.40292133126131,62.48411346843301,1031
51.07927424836601,62.39324862745098,3.845879666666667,401.25481029537946,75.1187417778066,75.48701000781855,228
60.03262745098039,65.43972392156863,5.0471455,432.06332112486393,52.37983872559456,63.3834244475009,3801
43.998846997315354,68.44419410054309,2.8108533060367846,253.145691409803,55.54752160953578,58.7568965095482,214
51.12044526143791,58.3812091503268,3.8137508138020833,212.951932771837,58.159285926024914,63.08522174129806,572
65.58735702614379,69.5484272875817,4.237800835503473,401.8046869000283,47.32572946735728,76.65648769442036,566
68.63027590413944,60.817468235294115,4.551043555555555,504.97020383606485,64.58701165423955,76.54503640427093,200
46.12213960784314,45.93377464052288,3.5006006666666667,129.50124595363167,65.52798770075617,69.68573255462199,2074
38.64027607843137,57.156116078431374,4.1949895,490.466912066304,56.49785376214654,55.90860644213409,2060
53.58660130718954,55.054728349673205,4.8366531032986115,1157.7460753170812,69.66843125464841,73.93929485255174,5041
33.59850527233115,69.22484287581699,3.657274222222222,338.21230931208214,54.39678243562735,62.41925992268426,1541
54.83739433551198,54.65562091503268,4.303120486111111,363.9251299375001,66.31076300739771,68.94527618966504,7871
58.303002450980394,56.94100285947712,5.092586263020833,963.9353634488973,62.49312371600435,48.22277019275115,980
46.80212758714597,70.09244961873638,3.988028971354167,163.80882641232336,65.254424890824,85.23205060832977,770
38.717941960784316,79.46218434277415,3.5224154074074074,56.42072505392317,32.08100159934874,65.02404797575046,765
47.63424904684096,58.126940359477125,3.566357150607639,53.82749498993554,67.44235555417245,58.39247616440227,771
61.535952592592594,63.47808720406681,3.726741925925926,90.50589922786466,63.05100997003595,80.53902500399855,995
34.19287173202614,62.52779820261438,3.713191189236111,87.83493651070306,56.16222036663474,55.26696894279215,1554
55.582764618736384,68.16056888888889,4.6049475555555555,716.1725312649795,64.27150846832727,70.69861912622238,4438
32.08519199346405,69.07947984749455,3.594127875434028,147.42610104481267,75.58049377697095,51.38472303519586,2061
46.59247467209261,67.59323571531944,4.253044559908934,255.92038818088523,57.693015354412374,58.21169993035444,942
42.694570397603485,51.73647875816994,4.760212131076389,1288.117862330108,57.46483952285591,70.8482784742288,956
58.23033088235294,74.885450708061,3.7168701171875,88.07458148885543,59.19865764347179,93.36678724094457,2288
41.4703937254902,76.02767941902687,4.290086814814815,347.5758204309423,49.887198911145084,51.81497840978566,3800
53.307339201161945,59.61426823529412,4.9787537777777775,3276.619504590231,64.48835904370183,63.22123464450175,229
59.44728470588235,60.949195294117644,4.8410785,499.469917231104,63.93529659372625,76.50994229354959,2505
70.40409177559913,78.69792347494554,4.803191189236111,415.22086291502,44.98456381525608,82.48044616132664,4606
56.357981699346404,64.82364700072621,4.465733037037037,494.3927645014299,47.110967430599345,67.14075893326024,1018
53.16604370915033,69.73039215686275,4.004052191840278,71.88635983314042,61.31021300237566,71.17717628774474,375
53.34821019607843,59.12628078431373,4.888494,337.437726521344,49.93992602182746,54.66220916301788,1193
33.57383918845316,62.488003812636165,3.5525358072916666,48.38868623708088,41.635995209448744,47.492465545577694,3753
